TRACKINGNUMBER,NAME,PHYSICALADDRESS,PHYSICALCITY,FACTYPE,LATITUDE,LONGITUDE
SPLH-9KKPBC,Little Greek Restaurant,19110 96 Ave,Surrey,Restaurant,49.17682471,-122.6931809
NDAA-9NVSPB,Little Tea House (Surrey),15277 100 Ave,Surrey,Restaurant,49.1844401,-122.7987902
A016876    ,Lord Tweedsmuir Secondary School Cafeteria,6151 180 St,Surrey,Restaurant,49.11445485,-122.7240401
RORS-6732A2,Lovely Sweets & Restaurant,7168 128 St,Surrey,Restaurant,49.13296455,-122.8675698
LCAL-6TNQTM,Lucky Horse Restaurant (72nd Ave),13737 72 Ave,Surrey,Restaurant,49.13374407,-122.8417707
MARO-B3ETMC,Lucky Supermarket - Fast Food,10628 King George Blvd,Surrey,Restaurant,49.19567932,-122.8451643
MARO-B3TM53,Lyra Lou Cakes,14370 64 Ave,Surrey,Restaurant,49.11891376,-122.8242164
GEDS-68TMHX,M Bar,10680 151A St,Surrey,Restaurant,49.19631227,-122.8024303
ACAK-985SVG,Mac's Convenience Store #1094,13192 104 Ave,Surrey,Restaurant,49.19151202,-122.8569772
A020070    ,Mac's Convenience Store #11095,1751 King George Blvd,Surrey,Restaurant,49.03381391,-122.7795312
SWOD-9Y7LFB,Mac's Convenience Store #11096,14820 108 Ave,Surrey,Restaurant,49.19856643,-122.8119057
NDAA-A4NNSC,Mac's Convenience Store #11109,13983 16 Ave,Surrey,Restaurant,49.03139493,-122.8346276
SPLH-9KKLFZ,Mac's Convenience Store #11159,8007 King George Blvd,Surrey,Restaurant,49.1485101,-122.846053
JDSO-ADQPYF,Madras Club House,13737 72 Ave,Surrey,Restaurant,49.13374407,-122.8417707
SHEN-A47S4X,Maguro Japanese Restaurant,10090 152 St,Surrey,Restaurant,49.18575463,-122.8005815
NDAA-A4NQ5T,Maguroguy Asian Cuisine,2670 152 St,Surrey,Restaurant,49.05026809,-122.8009322
NDAA-98FRJN,Maharaja Banquet Hall,8148 128 St,Surrey,Restaurant,49.15057771,-122.8648305
GEDS-7UDLSN,Maharaja Catering,8148 128 St,Surrey,Restaurant,49.15057771,-122.8648305
SWOD-A45NPC,Mahaveer Chef's Choice,10227 King George Blvd,Surrey,Restaurant,49.18849999,-122.8457129
A019865    ,Mahek Chat House,8556 120 St,Surrey,Restaurant,49.15831669,-122.8900703
GEDS-6ZBMVJ,Mahek Restaurant & Lounge,9470 120 St,Surrey,Restaurant,49.17490502,-122.8899125
NDAA-92AQSX,Main Choice Chinese Restaurant,13393 72 Ave,Surrey,Restaurant,49.13381313,-122.8518073
SHEN-B55U5J,Mal Li Jang Sung,13648 105A Ave,Surrey,Restaurant,49.19427961,-122.8440074
GEDS-5YFNWJ,Malaysian Hut Restaurant,14727 108 Ave,Surrey,Restaurant,49.19889521,-122.8144564
ACAK-8TMV2A,Mama Mia Gelato / Noor Mahal,7130 120 St,Surrey,Restaurant,49.13256483,-122.8894631
GEDS-6Y2SA8,Man Seng Kitchen,14770 108A Ave,Surrey,Restaurant,49.19952855,-122.8134361
SHEN-9PAVDQ,Manis Restaurant,10768 Whalley Blvd,Surrey,Restaurant,49.19795341,-122.8420848
DMIL-8L2MUQ,Manohar Vegetarian Bakery,8120 128 St,Surrey,Restaurant,49.14939795,-122.8660477
SWOD-APTQ8E,Manohar Vegetarian Bakery - Fleetwood,15905 Fraser Hwy,Surrey,Restaurant,49.15907102,-122.7817545
SHEN-AU2T99,Maple Pizza and Grace Market,10063 117 St,Surrey,Restaurant,49.1856248,-122.8988844
SHEN-AMWPLX,Maple Sushi Japanese Restaurant,2385 King George Blvd,Surrey,Restaurant,49.04487841,-122.7942456
SWOD-AHFSWE,Marble Slab Creamery (160th St),2245 160 St,Surrey,Restaurant,49.04289123,-122.7795525
HHIN-B65QE3,Maritime Seafoods Inc.,19162 22 Ave,Surrey,Restaurant,49.04185082,-122.6927855
GEDS-6FCSSR,Martino's Cappuccino and Coffee Bar,12211 Beecher St,Surrey,Restaurant,49.0525937,-122.8836791
HCAR-B8NUS9,Mary Brown's Famous Chicken & Taters,18655 Fraser Hwy,Surrey,Restaurant,49.12564871,-122.7052808
JDSO-ACNPRH,MasQueSolo Sushi and Kitchen,5827 176 St,Surrey,Restaurant,49.10833316,-122.7351823
NDAA-ALQNX9,Mastro Pizza,1959 152 St,Surrey,Restaurant,49.03727504,-122.8014669
GEDS-6R5QAM,Maxim's Bakery (Surrey),10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.8458478
GEDS-82XQBH,Maxxine Wright Community Health Centre,13733 92 Ave,Surrey,Restaurant,49.17026706,-122.8424291
GEDS-6FCQBD,Mayuri Indian Cuisine,12677 80 Ave,Surrey,Restaurant,49.14843217,-122.8714589
JDSO-AC7T7X,McDonald's # 40141,12451 88 Ave,Surrey,Restaurant,49.16571006,-122.8776849
JDSO-ACAMN8,McDonald's #22357,14476 104 Ave,Surrey,Restaurant,49.19131349,-122.8208021
SWOD-AFTRCP,McDonald's #8240,1789 152 St,Surrey,Restaurant,49.03413084,-122.8014663
A019243    ,McDonald's #8249,12930 96 Ave,Surrey,Restaurant,49.17695672,-122.8646301
A018086    ,McDonald's #8250,13565 72 Ave,Surrey,Restaurant,49.13372548,-122.8468094
A016803    ,McDonald's #8399,8586 120 St,Surrey,Restaurant,49.15930513,-122.8900798
A016843    ,McDonald's #8434,15574 Fraser Hwy,Surrey,Restaurant,49.16195612,-122.7913367
A017233    ,McDonald's #8550,11011 Scott Rd,Surrey,Restaurant,49.20265513,-122.8791657
A017472    ,McDonald's #8606,6333 King George Blvd,Surrey,Restaurant,49.11831829,-122.8458358
A018520    ,McDonald's #8616,17635 64 Ave,Surrey,Restaurant,49.1189676,-122.7337565
SHEN-AGKQYB,McDonald's #8688,3104 King George Blvd,Surrey,Restaurant,49.05869324,-122.8091811
SHEN-AGKQRM,McDonald's #8957,2355 160 St,Surrey,Restaurant,49.04439297,-122.781432
GEDS-68HREG,McDonald's (Cloverdale),17960 56 Ave,Surrey,Restaurant,49.10399281,-122.7252425
GEDS-68HQ9E,McDonald's (Tynehead),9638 160 St,Surrey,Restaurant,49.17750205,-122.778457
JDSO-AC4M2W,McDonald's Restaurant of Canada # 1196,10240 King George Blvd,Surrey,Restaurant,49.18861735,-122.8450797
GEDS-7LLUH7,McJac's Roadhouse Grille Restaurant,1781 King George Blvd,Surrey,Restaurant,49.03425714,-122.7800552
GEDS-6XLUHV,Mehfil India Restaurant & Sweets,9570 120 St,Surrey,Restaurant,49.17657841,-122.8898611
NDAA-8Y9UZA,Mek's Delight,14910 104 Ave,Surrey,Restaurant,49.19134073,-122.8085614
MMAR-873Q9Y,Memphis Blues BBQ,18690 Fraser Hwy,Surrey,Restaurant,49.12447159,-122.7040178
NDAA-A4FVF4,Menchie's #633,15146 100 Ave,Surrey,Restaurant,49.18396932,-122.8022452
SHEN-A3BV36,Menchies Frozen Yogurt - Morgan Crossing,15775 Croydon Dr,Surrey,Restaurant,49.04768716,-122.784927
HCAR-B6VNUX,Menz Noodle House,2940 King George Blvd,Surrey,Restaurant,49.05558062,-122.80546
SHEN-B23UYW,Menzou Ramen,15785 Croydon Dr,Surrey,Restaurant,49.0472666,-122.784369
SDFO-8ACT64,Mercy Ministries - Residential Care Service,19465 16 Ave,Surrey,Restaurant,49.031285,-122.6841963
A019337    ,Meridian Par 3,1054 168 St,Surrey,Restaurant,49.0211776,-122.7563544
HCAR-AVPVK9,Merienda Bakeshop,10059 Whalley Blvd,Surrey,Restaurant,49.18533778,-122.8436771
HCAR-B83R98,Metro 1 Sweets & Catering,8383 128 St,Surrey,Restaurant,49.15512572,-122.8683298
HCAR-AWERFN,Mezbaan (Indo Chinese Food),12790 96 Ave,Surrey,Restaurant,49.17702781,-122.8684586
SYOG-5M57KL,Michael's Artisan Bakery,15578 24 Ave,Surrey,Restaurant,49.04542303,-122.7907547
ACAK-9BETPK,Migoto Sushi/Guildford,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
GEDS-6A5PPP,Milestone's (South Point),3085 152 St,Surrey,Restaurant,49.05783493,-122.8021325
NDAA-9RTTCV,Milestones Restaurants,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
HCAR-AU7R9T,Miltomates,9613 192 St,Surrey,Restaurant,49.17736128,-122.690718
SPLH-AZ8NW8,Mindful Juice Bar,10330 152 St,Surrey,Restaurant,49.19027016,-122.8000928
SWOD-AHQPLH,Ming Yan Seafood Restaurant,3238 King George Blvd,Surrey,Restaurant,49.06094416,-122.8119051
SDFO-89YT2W,Mink A Chocolate Cafe,15775 Croydon Dr,Surrey,Restaurant,49.04768716,-122.784927
PGOO-68KPB5,Mirage Banquet Hall,17767 64 Ave,Surrey,Restaurant,49.11898358,-122.7302435
JDSO-ADSL2J,Miyagi Japanese Restaurant,8556 120 St,Surrey,Restaurant,49.15831669,-122.8900703
SPLH-9KJSG4,Momotaro Japanese Restaurant,3189 King George Blvd,Surrey,Restaurant,49.05963853,-122.8116169
GEDS-6RUV4W,Mongolie Grill,19583 Fraser Hwy,Surrey,Restaurant,49.1143158,-122.6801952
A020245    ,Morgan Creek Golf Course - Kitchen,3500 Morgan Creek Way,Surrey,Restaurant,49.06494761,-122.7819576
A020246    ,Morgan Creek Golf Course - Lounge,3500 Morgan Creek Way,Surrey,Restaurant,49.06494761,-122.7819576
A020247    ,Morgan Creek Golf Course - Snack Bar,3500 Morgan Creek Way,Surrey,Restaurant,49.06494761,-122.7819576
SODN-66TNK5,Morgan Place Food Service,3288 156A St,Surrey,Restaurant,49.06136888,-122.78995
GEDS-7F9PV7,Morrison Cafe,12855 16 Ave,Surrey,Restaurant,49.03144488,-122.8658716
GEDS-68TMF7,Moxie's Classic Grill (Surrey),10680 151A St,Surrey,Restaurant,49.19631227,-122.8024303
SWOD-APSMWX,Mr Pei Restaurant,1724 152 St,Surrey,Restaurant,49.03325282,-122.8009403
HCAR-BAHMN8,Mr. Tongatsu,10320 152 St,Surrey,Restaurant,49.19010913,-122.8005972
SHEN-ABRQQJ,Mucho Burrito (Fresh Mexican Restaurant),9666 King George Blvd,Surrey,Restaurant,49.1787182,-122.8452586
SHEN-AKHT58,Mughal Palace Restaurant,12827 76 Ave,Surrey,Restaurant,49.14117557,-122.867155
GEDS-7MU2N7,Murchie's Tea & Coffee,1711 152 St,Surrey,Restaurant,49.0331143,-122.801669
A018517    ,My Greek Taverna,6450 120 St,Surrey,Restaurant,49.12012336,-122.8900805
SPLH-9KHTLN,My Shanti,15869 Croydon Dr,Surrey,Restaurant,49.04600869,-122.7824692
GEDS-84NQEZ,Nagoya,9175 148 St,Surrey,Restaurant,49.1697757,-122.812506
SDFO-8EHMF4,Nahm Thai Bistro,13650 102 Ave,Surrey,Restaurant,49.18765816,-122.8436795
HCAR-BCUPTK,Namdhari's Punjabi Spice,9172 120 St,Surrey,Restaurant,49.16998256,-122.8899906
HCAR-ASHTLJ,Namhansansung,14787 108 Ave,Surrey,Restaurant,49.1988845,-122.8130069
HCAR-B6HVDN,Nancy Gerard Building (Site #1),10662 King George Blvd,Surrey,Restaurant,49.19640588,-122.8449529
ACAK-9AJQYX,Nando's Chicken (Guildford),15190 101 Ave,Surrey,Restaurant,49.18595731,-122.8016742
NDAA-9NTQ34,Nando's Flame-Grilled Chicken (72nd Ave),12101 72 Ave,Surrey,Restaurant,49.13501849,-122.8876389
SDFO-894NSA,Nav Sweets and Restaurant,8140 120 St,Surrey,Restaurant,49.15114002,-122.8900665
NDAA-8YSPY4,Navraj Sweets & Restaurant,8148 128 St,Surrey,Restaurant,49.15057771,-122.8648305
ACAK-985LYR,Neptune Seafood Restaurant & Neptune Wonton Noodle,10153 King George Blvd,Surrey,Restaurant,49.18592247,-122.8458478
HCAR-AU9VCN,Nesters Market - Deli Department,10835 City Pky,Surrey,Restaurant,49.19953285,-122.8490586
SODN-672P3Z,Nesters Market Deli & Bakery,16033 108 Ave,Surrey,Restaurant,49.1989669,-122.7777544
SHEN-A3NP96,New Asian Spice,9436 120 St,Surrey,Restaurant,49.17436505,-122.889946
NDAA-9NYPNB,New Express Pizza,13654 Grosvenor Rd,Surrey,Restaurant,49.19969218,-122.8437614
GEDS-666UND,New Frontier Club House,9803 140 St,Surrey,Restaurant,49.18060228,-122.834614
GEDS-7UENZQ,New Greenwood Lodge,13227 96 Ave,Surrey,Restaurant,49.17726771,-122.8560403
NDAA-8YSTH8,New Hollywood Cinema,7125 138 St,Surrey,Restaurant,49.13221632,-122.8391633
A019335    ,New Life Child Care Centre,8868 128 St,Surrey,Restaurant,49.16375394,-122.8678044
MARO-B3AV4Z,New Szechuan Restaurant,10320 Whalley Blvd,Surrey,Restaurant,49.19005253,-122.84169
A019922    ,New Town Bakery & Restaurant,10302 City Pky,Surrey,Restaurant,49.18995809,-122.8473921
NDAA-9CXRN3,New York Fries,10355 152 St,Surrey,Restaurant,49.19192585,-122.8042654
MARO-B3ALPA,New York New York Greek Restaurant,6361 152 St,Surrey,Restaurant,49.1184735,-122.8013935
SDFO-8MXR43,Newton Arena,7120 136B St,Surrey,Restaurant,49.13202916,-122.8432119
A016864    ,Newton Canadian Baseball Association,13313 68 Ave,Surrey,Restaurant,49.12658168,-122.8538239
A019571    ,Newton Girls Softball Concession (Sullivan Park),6272 152 St,Surrey,Restaurant,49.11688217,-122.8007397
A018064    ,Newton Pizza,6828 128 St,Surrey,Restaurant,49.12696263,-122.8675312
GEDS-738QQL,Newton Pizza (64th Ave),18408 64 Ave,Surrey,Restaurant,49.11859295,-122.7119888
ACAK-8UDNUP,Newton Pizza (South Surrey),2570 King George Blvd,Surrey,Restaurant,49.04892267,-122.7971082
A018188    ,Newton Seniors Centre,13775 70 Ave,Surrey,Restaurant,49.13016114,-122.8409302
ACAK-985M8K,Next Level Fitness,13569 76 Ave,Surrey,Restaurant,49.1409873,-122.8470477
NDAA-9S2QL6,Nickel's Bakery and Krakus Deli,10675 King George Blvd,Surrey,Restaurant,49.19673312,-122.8456128
HCAR-B6J22M,Nickerson Place (Site #2),13550 105 Ave,Surrey,Restaurant,49.19296155,-122.8467631
SPLH-AS8TP6,Nielsen's Your Independent Grocer - Deli,18765 Fraser Hwy,Surrey,Restaurant,49.12529104,-122.7023653
SDFO-87RMVS,Nightshift Street Ministries (kitchen),10635 King George Blvd,Surrey,Restaurant,49.1957928,-122.8454364
A017608    ,Nikko Sushi (Cloverdale),5676 176 St,Surrey,Restaurant,49.10555097,-122.7347669
SWOD-AHJP6S,Non Stop Pizza & Curry,19188 72 Ave,Surrey,Restaurant,49.13346587,-122.6915763
GEDS-69LMHM,Non Stop Pizza (120th St),7500 120 St,Surrey,Restaurant,49.13913715,-122.8900684
HCAR-B6KNMH,Non Stop Pizza and Indian Cuisine,10470 King George Blvd,Surrey,Restaurant,49.19289827,-122.845058
GEDS-7XFNQZ,Non Stop Sweets & Restaurant,15272 Fraser Hwy,Surrey,Restaurant,49.16507512,-122.7993058
HCAR-ATHUTY,Noodlebox,15785 Croydon Dr,Surrey,Restaurant,49.0472666,-122.784369
SHEN-AU2QL6,Noor Sweets and Restaurant,13588 88 Ave,Surrey,Restaurant,49.16252802,-122.8468646
GEDS-7N929H,Nordel Sushi,12080 Nordel Way,Surrey,Restaurant,49.16109806,-122.8886041
A018006    ,North Surrey Arena Concession,10275 City Pky,Surrey,Restaurant,49.18937765,-122.848712
A018909    ,North Surrey Minor Football Track Concession,13750 88 Ave,Surrey,Restaurant,49.16216661,-122.842413
